"jobId","skill"
"290925903254","SQL"
"290925903254","Spark"
"290925903106","SQL"
"290925503335","SQL"
"290925503266","SQL"
"290925503179","SQL"
"290925503066","SQL"
"290925502830","Python"
"290925502718","Excel"
"290925502717","Excel"
"290925502714","SQL"
"290925502701","KPI"
"290925502227","Machine Learning"
"290925502227","NLP"
"290925502227","AWS"
"290925502214","SQL"
"290925502194","SQL"
"290925502191","SQL"
"290925502187","GCP"
"290925502181","GCP"
"290925502146","SQL"
"290925502145","SQL"
"290925502088","SQL"
"290925501936","SQL"
"290925501869","KPI"
"290925501869","Excel"
"290925501832","KPI"
"290925501832","Excel"
"290925501786","SQL"
"290925501786","AWS"
"290925501784","Snowflake"
"290925501784","Python"
"290925501784","AWS"
"290925501391","KPI"
"290925501391","Excel"
"290925501250","SQL"
"290925501248","Python"
"290925501248","NLP"
"290925501248","Machine Learning"
"290925501246","SQL"
"290925501157","Python"
"290925501157","Azure"
"290925501156","SQL"
"290925500955","SQL"
"290925500874","Excel"
"290925500844","Excel"
"290925500830","AWS"
"290925500696","SQL"
"290925500676","SQL"
"290925500477","SQL"
"290925027939","AWS"
"290925023791","SQL"
"290925023791","Python"
"290925022998","SQL"
"290925021742","NLP"
"290925021444","Azure"
"290925021444","SQL"
"290925020388","Tableau"
"290925019488","Python"
"290925018894","SQL"
"290925018829","Excel"
"290925018513","SQL"
"290925018513","Business Analysis"
"290925018461","Azure"
"290925018461","ETL"
"290925018461","SQL"
"290925018461","GCP"
"290925018461","Kafka"
"290925017361","SQL"
"290925017361","Python"
"290925017361","Machine Learning"
"290925017024","Spark"
"290925017024","Python"
"290925017024","SQL"
"290925017024","ETL"
"290925016110","Pandas"
"290925016110","NumPy"
"290925016110","Python"
"290925015856","Snowflake"
"290925015856","ETL"
"290925014868","AWS"
"290925013316","Azure"
"290925013088","Python"
"290925013029","Excel"
"290925012886","Excel"
"290925012351","AWS"
"290925012351","Python"
"290925012351","Azure"
"290925012351","GCP"
"290925012135","SQL"
"290925011470","Excel"
"290925010490","SQL"
"290925009016","GCP"
"290925008858","Excel"
"290925008338","AWS"
"290925006236","Spark"
"290925006126","Python"
"290925005568","SQL"
"290925005568","Python"
"290925005106","SQL"
"290925005071","Python"
"290925005071","Azure"
"290925004521","SQL"
"290925002023","Excel"
"280925004807","AWS"
"280925003995","Kafka"
"280925003544","Excel"
"280925003308","Statistics"
"280525035610","Python"
"270925012943","ETL"
"270925012943","SQL"
"270925012926","Spark"
"270925012926","AWS"
"270925012926","Airflow"
"270925012481","Python"
"270925011579","AWS"
"270925006758","SQL"
"270925004700","AWS"
"260925931010","AWS"
"260925930353","Python"
"260925929976","SQL"
"260925929357","SQL"
"260925929357","Kafka"
"260925928076","Python"
"260925928038","Python"
"260925927841","AWS"
"260925927841","Python"
"260925927841","Azure"
"260925927840","SQL"
"260925927838","SQL"
"260925927835","Python"
"260925927829","AWS"
"260925927828","SQL"
"260925927696","Python"
"260925927696","NLP"
"260925927541","Business Analysis"
"260925926983","Power BI"
"260925924288","Azure"
"260925924288","Spark"
"260925924242","Azure"
"260925924111","Azure"
"260925924040","Power BI"
"260925924040","Databricks"
"260925924040","Azure"
"260925924040","Python"
"260925924030","Python"
"260925924030","ETL"
"260925923758","SQL"
"260925923444","SQL"
"260925922364","SQL"
"260925920948","GCP"
"260925920948","AWS"
"260925920944","BigQuery"
"260925920944","GCP"
"260925920944","Azure"
"260925920940","GCP"
"260925920564","AWS"
"260925920564","SQL"
"260925920564","Python"
"260925920445","Azure"
"260925920412","ETL"
"260925920412","SQL"
"260925920284","SQL"
"260925920221","Python"
"260925920221","SQL"
"260925920221","Pandas"
"260925920221","AWS"
"260925920039","Spark"
"260925920039","Azure"
"260925920039","Databricks"
"260925919898","Azure"
"260925919898","Python"
"260925919875","Azure"
"260925919852","SQL"
"260925919850","SQL"
"260925919836","Python"
"260925919836","GCP"
"260925919836","AWS"
"260925919836","Airflow"
"260925919836","Azure"
"260925919833","SQL"
"260925919832","SQL"
"260925919799","Python"
"260925919787","SQL"
"260925919782","SQL"
"260925919740","Python"
"260925919740","Pandas"
"260925919740","SQL"
"260925919738","SQL"
"260925919732","Azure"
"260925919727","SQL"
"260925919594","Python"
"260925919591","AWS"
"260925919591","SQL"
"260925919591","ETL"
"260925919591","Python"
"260925919578","SQL"
"260925919576","AWS"
"260925919330","Azure"
"260925919246","Power BI"
"260925919239","Azure"
"260925919239","Spark"
"260925919239","Python"
"260925919233","Power BI"
"260925919233","Databricks"
"260925919233","Azure"
"260925919088","Python"
"260925918915","SQL"
"260925918821","Azure"
"260925918758","SQL"
"260925918738","SQL"
"260925918605","Power BI"
"260925918605","Azure"
"260925918605","AWS"
"260925918605","GCP"
"260925918605","SQL"
"260925918497","Python"
"260925916586","Python"
"260925915671","Azure"
"260925915671","AWS"
"260925915671","Power BI"
"260925915629","Python"
"260925915588","AWS"
"260925915174","SQL"
"260925915141","SQL"
"260925915114","SQL"
"260925915114","Data Visualization"
"260925915114","Python"
"260925914810","SQL"
"260925914786","SQL"
"260925914786","Power BI"
"260925914300","SQL"
"260925914261","SQL"
"260925914187","SQL"
"260925912825","Deep Learning"
"260925912825","Python"
"260925912825","Machine Learning"
"260925912825","TensorFlow"
"260925912825","PyTorch"
"260925912825","NLP"
"260925912216","Azure"
"260925912216","GCP"
"260925911872","Python"
"260925911209","Python"
"260925908783","Spark"
"260925908783","Python"
"260925908783","AWS"
"260925908639","SQL"
"260925908639","ETL"
"260925908639","Python"
"260925908617","Azure"
"260925908611","ETL"
"260925908611","SQL"
"260925908580","SQL"
"260925908580","ETL"
"260925504595","Business Analysis"
"260925504589","Azure"
"260925504581","Business Analysis"
"260925504550","SQL"
"260925504534","Business Analysis"
"260925504533","Business Analysis"
"260925504521","SQL"
"260925504158","SQL"
"260925503683","SQL"
"260925502599","Excel"
"260925502170","SQL"
"260925502140","SQL"
"260925501981","SQL"
"260925501974","Azure"
"260925501973","SQL"
"260925501071","Machine Learning"
"260925501038","SQL"
"260925500992","SQL"
"260925500807","Python"
"260925500796","GCP"
"260925500745","SQL"
"260925500567","Business Analysis"
"260925500462","Business Analysis"
"260925500441","Excel"
"260925032581","Excel"
"260925031745","Deep Learning"
"260925031398","Azure"
"260925031398","ETL"
"260925031398","SQL"
"260925031398","Python"
"260925030998","SQL"
"260925030987","SQL"
"260925030987","Python"
"260925030899","Python"
"260925030803","Business Analysis"
"260925030694","LLM"
"260925030630","SQL"
"260925030410","KPI"
"260925028298","AWS"
"260925028260","KPI"
"260925026290","SQL"
"260925026123","SQL"
"260925025868","SQL"
"260925025868","Python"
"260925024956","AWS"
"260925024956","Python"
"260925024753","Python"
"260925024524","LLM"
"260925024066","Azure"
"260925022654","Excel"
"260925021020","AWS"
"260925020923","AWS"
"260925017505","AWS"
"260925017324","Azure"
"260925017324","SQL"
"260925015499","Power BI"
"260925014494","LLM"
"260925014494","Deep Learning"
"260925014494","Machine Learning"
"260925014311","Azure"
"260925013134","Kafka"
"260925011134","Spark"
"260925011134","GCP"
"260925011134","Databricks"
"260925011134","AWS"
"260925011134","Python"
"260925011134","SQL"
"260925010518","SQL"
"260925009061","Spark"
"260925009061","Snowflake"
"260925009061","AWS"
"260925008532","Python"
"260625034447","GCP"
"260625034447","ETL"
"260625034447","Python"
"260625034447","SQL"
"250925014948","Excel"
"250925011189","Excel"
"240925507112","Excel"
"240925015111","Business Analysis"
"240925014676","AWS"
"240925014676","GCP"
"240925012524","Python"
"240925010666","SQL"
"240625023539","Excel"
"230925039028","AWS"
"230925039028","SQL"
"230925039028","Azure"
"230925019167","Python"
"230925019167","SQL"
"230925019167","Azure"
"230925017815","Python"
"230925017815","BigQuery"
"230925017815","Machine Learning"
"230925017815","Deep Learning"
"230925015456","Excel"
"230725022481","Python"
"210825022847","NLP"
"210825022847","GCP"
"210825022847","LLM"
"210825022847","Machine Learning"
"210825022847","PyTorch"
"210225018975","Excel"
"180925038811","LLM"
"180925038811","Python"
"180825023851","SQL"
"180825023851","ETL"
"180125008451","Excel"
"170825003964","SQL"
"150925015281","AWS"
"140825030646","Excel"
"140825029952","SQL"
"140725009114","AWS"
"140725009114","Spark"
"140725009114","Python"
"140725009114","SQL"
"120925013379","Python"
"120925013379","NLP"
"60925015598","Azure"
"60925015598","Python"
"60925015598","SQL"
"60925015598","Spark"
"50925017984","Azure"
"50825018179","Kafka"
"40925024141","Databricks"
"40925024141","Azure"
"40925024141","SQL"
"40925024141","Python"
"40925024141","GCP"
"40925024141","AWS"
"40925023010","Databricks"
"40925023010","SQL"
"40925023010","Python"
"40925023010","Azure"
"40825016713","Machine Learning"
"40825016713","Pandas"
"40825016713","Python"
"40825016713","TensorFlow"
"40825016713","NLP"
"31025019999","Excel"
"31025019572","Machine Learning"
"31025019572","Python"
"31025019572","Kafka"
"31025019572","Spark"
"31025019205","KPI"
"31025012102","GCP"
"31025011698","SQL"
"31025011698","AWS"
"31025009005","Excel"
"31025004379","Python"
"11025918156","Excel"
"11025918076","Excel"
"11025917949","Excel"
"11025022823","Machine Learning"
"11025022823","GCP"
"11025022823","Azure"
"11025022823","AWS"
"11025022823","Python"
"11025022823","SQL"
"11025022265","Business Analysis"
"11025022050","Excel"
"11025021831","Excel"
"11025021831","SQL"
"11025021831","ETL"
"11025017021","KPI"
"11025014543","Python"
"11025014215","AWS"
"11025010305","SQL"
"300925500556","Excel"
"290925013869","AWS"
"290925013869","SQL"
"270925008016","Spark"
"270925008016","SQL"
"270925008016","ETL"
"270925004490","Python"
"260925502440","Business Analysis"
"260925026168","Kafka"
"260925025398","Excel"
"260925007529","AWS"
"260925007209","GCP"
"260925007209","SQL"
"240425019050","Excel"
"190525006714","Excel"
"11025017726","KPI"
"300925027708","GCP"
"250925901149","AWS"
"240925500058","Python"
"230925922725","Data Visualization"
"30925034288","LLM"
"30925034288","Python"
"30925034288","SQL"
"300925026701","Azure"
"250925931595","Snowflake"
"250925931595","Python"
"250925931595","Azure"
"250925931595","SQL"
"250925917512","Python"
"250925917512","AWS"
"250925914686","Python"
"250925914686","Azure"
"250925914686","SQL"
"250925914686","ETL"
"250925914239","SQL"
"250925914233","AWS"
"250925914233","Python"
"250925904971","SQL"
"250925901191","Azure"
"250925901191","SQL"
"250925901191","Databricks"
"250925901191","Python"
"250925901160","Python"
"250925901160","Machine Learning"
"250925901148","Python"
"250925901148","SQL"
"250925035573","Machine Learning"
"250925035573","Python"
"250925035573","SQL"
"250925035573","TensorFlow"
"250925035573","PyTorch"
"250925035573","Power BI"
"250925035573","AWS"
"250925019341","Kafka"
"240925930671","SQL"
"240925929753","Business Analysis"
"240925929663","SQL"
"240925917487","Azure"
"240925910051","Python"
"240925910051","AWS"
"240925909993","Azure"
"240925909963","PyTorch"
"240925503918","Excel"
"240925502645","Tableau"
"240925502311","SQL"
"240925009651","Python"
"240925009651","Azure"
"230925929399","Python"
"230925929399","AWS"
"230925926190","SQL"
"230925923556","Azure"
"230925923556","SQL"
"230925018000","Python"
"200825016261","Python"
"200825016261","SQL"
"200825016261","Power BI"
"60825023054","Machine Learning"
"60825023054","TensorFlow"
"50925018524","ETL"
"50925018524","SQL"
"50925018524","Kafka"
"50825026499","Azure"
"290925019358","Business Analysis"
"290925011207","AWS"
"290925002402","LLM"
"290925002402","Machine Learning"
"290925002402","NLP"
"250925027329","Excel"
"250925015738","ETL"
"250925015738","AWS"
"250925015738","Python"
"250925015738","SQL"
"240925907446","SQL"
"230925026706","Kafka"
"230825015706","Azure"
"230825015706","AWS"
"230125007391","Azure"
"190225024923","SQL"
"190225023776","Pandas"
"190225023776","Python"
"190225023776","NumPy"
"161021003156","AWS"
"50625029223","Machine Learning"
"10925011441","Azure"
"310525017592","Excel"
"300925927683","Excel"
"300925927477","Excel"
"300925927447","Excel"
"300925927204","Excel"
"300925927090","Excel"
"300925927025","Excel"
"300925926725","Excel"
"300925926639","Excel"
"300925926502","KPI"
"300925926404","Excel"
"300925029102","Excel"
"300925028441","Excel"
"300925028189","Power BI"
"300925028189","Tableau"
"300925028189","Machine Learning"
"300925028189","Deep Learning"
"300925028189","Python"
"300925026241","SQL"
"300925021153","Excel"
"300925018076","Excel"
"300925012938","Excel"
"300925011983","Python"
"300925011190","Excel"
"300925010784","SQL"
"300925010784","Python"
"290925025039","SQL"
"290925021593","Excel"
"290925018665","Excel"
"290925014530","Excel"
"290925014327","Python"
"290925006752","Spark"
"290925005726","AWS"
"290925005566","Power BI"
"290925002592","SQL"
"290925001798","Pandas"
"290925001798","SQL"
"290925001798","NumPy"
"290925001798","Python"
"270925010474","Power BI"
"270925010474","ETL"
"270925010474","Tableau"
"270925010474","Data Visualization"
"270925007141","GCP"
"270525020449","SQL"
"260925026311","Excel"
"260925021984","SQL"
"260925021984","Python"
"260925019903","AWS"
"260925015523","Excel"
"260925015451","Excel"
"260925013402","LLM"
"260925013374","Python"
"260925011965","Excel"
"260925009383","Excel"
"260925008298","SQL"
"250925932573","Python"
"250925932563","Excel"
"250925932563","Python"
"250925932560","GCP"
"250925932556","Python"
"250925932555","SQL"
"250925932551","Python"
"250925932551","GCP"
"250925932551","Statistics"
"250925932548","GCP"
"250925932544","SQL"
"250925932535","Business Analysis"
"250925932532","Python"
"250925932532","GCP"
"250925932532","Statistics"
"250925932531","GCP"
"250925932529","Power BI"
"250925932529","Tableau"
"250925932529","Python"
"250925932525","Excel"
"250925932525","Python"
"250925932517","Excel"
"250925932515","Tableau"
"250925932515","Python"
"250925932514","GCP"
"250925932513","Business Analysis"
"250925932511","Business Analysis"
"250925932503","SQL"
"250925932488","Python"
"250925932488","GCP"
"250925932488","Statistics"
"250925931623","SQL"
"250925930247","Azure"
"250925930247","GCP"
"250925930247","AWS"
"250925929620","Azure"
"250925929620","GCP"
"250925929620","AWS"
"250925927963","SQL"
"250925922982","AWS"
"250925922982","Azure"
"250925922977","AWS"
"250925908387","Python"
"250925906085","SQL"
"250925906085","GCP"
"250925906073","Data Visualization"
"250925905975","GCP"
"250925905048","GCP"
"250925905041","Python"
"250925905029","Python"
"250925905026","Statistics"
"250925905015","SQL"
"250925905015","Python"
"250925904984","Python"
"250925904984","SQL"
"250925904976","SQL"
"250925904968","GCP"
"250925904942","Python"
"250925904933","GCP"
"250925904929","Business Analysis"
"250925904909","SQL"
"250925904907","Data Visualization"
"250925904907","Python"
"250925904900","GCP"
"250925904899","GCP"
"250925904233","GCP"
"250925904232","Data Visualization"
"250925904231","Python"
"250925904226","SQL"
"250925904225","Python"
"250925901957","GCP"
"250925901952","Statistics"
"250925901952","Python"
"250925901911","SQL"
"250925509632","Machine Learning"
"250925509339","SQL"
"250925508987","SQL"
"250925508986","Excel"
"250925508307","Machine Learning"
"250925508300","SQL"
"250925508298","Power BI"
"250925508297","Excel"
"250925508008","Python"
"250925508008","Business Analysis"
"250925507664","Python"
"250925507467","Excel"
"250925501922","Machine Learning"
"250925501657","Excel"
"250925501656","Excel"
"250925501539","Machine Learning"
"250925500427","Excel"
"250925034625","SQL"
"250925034625","Airflow"
"250925034625","BigQuery"
"250925029814","Python"
"250925029814","GCP"
"250925029814","AWS"
"250925029763","Python"
"250925029763","GCP"
"250925029763","AWS"
"250925023022","SQL"
"250925023022","AWS"
"250925020292","SQL"
"250925018193","Excel"
"250925018055","AWS"
"250925015141","Excel"
"250925014854","Excel"
"250925013810","Python"
"250925006182","Excel"
"250925005071","Excel"
"250925005071","KPI"
"240925934004","Tableau"
